R_ZCt1zfRnmtX4osV,Default Response Set,Anonymous,,,66.190.48.230,0,05/06/2017 02:36,05/06/2017 02:38,1,1,1,,,,,First,Second,,,,,,,,,,,How hard they said the sound. You could kinda tell on the 2nd one 2nd question it was intentional,Yes,Yes,29,male,right-handed,english,None,Yes,No,No,Never,Never,1,MF_KhyaKheu_KhyaKheu,42.49839783,-88.32810211,-1
R_3ERu4PcLb3Dqprn,Default Response Set,Anonymous,,,71.161.202.192,0,05/06/2017 02:40,05/06/2017 02:41,1,1,1,,,,,,,Second,Second,,,,,,,,,"It just sounded more harsh to me.  It was an interesting study, but I have no idea what you are after.  Thank you.  ",Yes,No,34,male,right-handed,English,None,Yes,No,No,Never,Never,1,FM_KhyaKheu_KhyaKheu,42.8625946,-73.09980011,-1
R_2zN0PdNGbR08tzP,Default Response Set,Anonymous,,,76.118.217.197,0,05/06/2017 02:36,05/06/2017 02:44,1,1,1,,,First,Second,,,,,,,,,,,,,It's hard to explain... But I guess I picked which one was louder and which one (sound) sounded like it took more effort to make. ,Yes,No,33,female,right-handed,English,None,No,No,No,Never,Never,1,FM_KheuKhya_KheuKhya,42.10699463,-72.62039948,-1
R_3LbzMZSgOgBcjoy,Default Response Set,Anonymous,,,196.52.2.57,0,05/06/2017 02:42,05/06/2017 02:45,1,1,1,,,,,,,,,,,,,Second,Second,,,"I think it has to do with how loud the sound was. If louder, it seemed harder.",Yes,Yes,34,male,right-handed,English,None,Yes,Yes,Yes,Occasionally,Short visit(s),1,MF_KheuKhya_KhyaKheu,40.71429443,-74.0059967,-1
R_CjmI7TCJndafBVD,Default Response Set,Anonymous,,,96.89.101.69,0,05/06/2017 02:43,05/06/2017 02:46,1,1,1,First,First,,,,,,,,,,,,,,,Hard had more consonant letters and soft has more vowels ,Yes,Yes,26,male,right-handed,English,None,Maybe,No,No,Never,Never,1,MF_KheuKhya_KheuKhya,45.5171051,-122.6801987,-1
R_Oj26O9c80BaWoEh,Default Response Set,Anonymous,,,96.89.101.69,0,05/06/2017 02:43,05/06/2017 02:46,1,1,1,,,,,,,,,,,Second,First,,,,,Hard had more consonant letters and soft has more vowels ,Yes,Yes,26,female,right-handed,English,None,No,No,No,Never,Never,1,FM_KhyaKheu_KheuKhya,45.5171051,-122.6801987,-1
R_1oB8BzjLjChYHfA,Default Response Set,Anonymous,,,24.175.68.0,0,05/06/2017 02:48,05/06/2017 02:49,1,1,1,,,,,,,,,Second,First,,,,,,,If it made a sound more like a K that was a hard sound.,Yes,No,24,female,right-handed,"English, Spanish",None,No,No,No,Never,Never,1,MF_KhyaKheu_KheuKhya,25.95089722,-97.32540131,-1
R_3gMjilRiMph7ie0,Default Response Set,Anonymous,,,107.10.219.222,0,05/06/2017 02:57,05/06/2017 02:58,1,1,1,First,First,,,,,,,,,,,,,,,"I went with my first instinct, I didn't think about it too much.",Yes,No,36,male,right-handed,English,None,Yes,No,Yes,Rarely,Never,1,MF_KheuKhya_KheuKhya,41.47489929,-81.73880005,-1
R_3LiNGHraWV07fhs,Default Response Set,Anonymous,,,67.235.9.80,0,05/06/2017 03:00,05/06/2017 03:06,1,1,1,,,,,,,Second,Second,,,,,,,,,The harder sound more abrasive and spontaneous ,Yes,No,31,male,left-handed,English,None,No,No,No,Never,Never,1,FM_KhyaKheu_KhyaKheu,39.94920349,-77.32499695,-1
R_2EbBrYEVIyY8rAc,Default Response Set,Anonymous,,,174.59.66.107,0,05/06/2017 02:54,05/06/2017 02:56,0,1,1,,,,,,,,,,,,,,,First,First,I tried to pick out the one that sounded a little louder.,Yes,Yes,65,female,left-handed,english,None,Yes,Yes,Yes,Never,Never,,FM_KheuKhya_KhyaKheu,,,-1
R_3sbNpvnbN561N7z,Default Response Set,Anonymous,,,173.56.208.49,0,05/06/2017 02:36,05/06/2017 02:39,0,1,1,,,,,,,,,,,,,,,Second,First,"I took ""hard"" to mean the edge of the sound - like, if the sound were a shape, ""hard"" would mean it had sharp edges, as opposed to softer sounds that hit my ear as more rounded. If that makes sense. /  / I noticed that the first set of sounds roughly seemed mechanical, whereas the second set of sounds seemed more human-made. /  / This sounds like fascinating research. I can't say I understand what it's about, but thank you for letting me take part! All the best.",Yes,No,34,female,left-handed,English,None,Yes,No,Yes,Rarely,Never,,FM_KheuKhya_KhyaKheu,,,-1
R_1ln3d6P22KEsjcP,Default Response Set,Anonymous,,,184.16.184.167,0,05/06/2017 03:08,05/06/2017 03:09,0,1,1,First,First,,,,,,,,,,,,,,,It sounded like it took more effort to make the sound harder.,Yes,No,24,female,left-handed,English,None,No,No,No,Never,Never,,MF_KheuKhya_KheuKhya,,,-1
R_2ur2dJJeJtRLEB3,Default Response Set,Anonymous,,,98.14.170.194,0,05/06/2017 02:52,05/06/2017 02:54,0,1,1,,,,,Second,Second,,,,,,,,,,,The 2nd sounded louder.,Yes,No,36,female,right-handed,english,None,Yes,No,Yes,Never,Never,,MF_KhyaKheu_KhyaKheu,,,-1
R_1HkOpd9yyz22hbB,Default Response Set,Anonymous,,,71.198.122.63,0,05/06/2017 02:48,05/06/2017 02:56,0,1,1,,,,,,,,,,,,,Second,Second,,,"I just went with how much ""oommph"" was behind each",Yes,Yes,36,male,ambidextrous,English,None,Yes,Yes,Yes,Never,Never,,MF_KheuKhya_KhyaKheu,,,-1
R_VW3Qy89bX9mvf2h,Default Response Set,Anonymous,,,98.247.19.4,0,05/06/2017 02:36,05/06/2017 02:38,0,1,1,,,,,,,,,Second,First,,,,,,,"Sounds that started with a ka sound like ""kaboom"" i  think is harder.",Yes,Yes,23,male,right-handed,english,None,No,No,No,Don't know,Never,,MF_KhyaKheu_KheuKhya,,,-1
R_2tTd1K19rzd2WMF,Default Response Set,Anonymous,,,45.48.163.35,0,05/06/2017 02:55,05/06/2017 02:56,0,1,1,,,First,First,,,,,,,,,,,,,I was caught off guard for the first one,Yes,No,35,male,right-handed,english,None,Yes,Yes,Yes,Rarely,Never,,FM_KheuKhya_KheuKhya,,,-1
R_ODXgxH87L5WEnsJ,Default Response Set,Anonymous,,,98.214.6.64,0,05/06/2017 02:37,05/06/2017 02:39,0,1,1,,,,,,,,,,,Second,First,,,,,"Sounds that had a more succinct ""impact' noise seemed harder to me.",Yes,No,29,male,right-handed,English,None,Yes,No,No,Never,Never,,FM_KhyaKheu_KheuKhya,,,-1
R_2CwFxe8GEAAChgQ,Default Response Set,Anonymous,,,66.18.39.245,0,05/06/2017 02:48,05/06/2017 02:50,0,1,1,,,,,,,,,Second,First,,,,,,,I mainly based my decision on how jarring it was and how loud it was compared to the other option. ,Yes,No,27,male,right-handed,English,None,Yes,No,Yes,Never,Never,,MF_KhyaKheu_KheuKhya,,,-1
R_2y9oRkHf9r6Eifz,Default Response Set,Anonymous,,,159.118.118.37,0,05/06/2017 06:56,05/06/2017 06:58,1,1,1,,,,,,,,,,,,,First,Second,,,I think the sounds with more of a vowel sound are less hard.,Yes,No,23,female,right-handed,english,None,Yes,Maybe,No,Never,Never,1,MF_KheuKhya_KhyaKheu,43.96699524,-116.9123001,-1
R_1IY1hETlOu3Cpuh,Default Response Set,Anonymous,,,67.246.52.65,0,05/06/2017 06:57,05/06/2017 06:58,1,1,1,,,,,,,First,Second,,,,,,,,,No.,Yes,No,23,male,right-handed,English,None,No,No,No,Never,Never,1,FM_KhyaKheu_KhyaKheu,42.60119629,-73.65249634,-1
R_2Y2PATxY3VtrSZK,Default Response Set,Anonymous,,,216.15.59.152,0,05/06/2017 06:59,05/06/2017 07:01,1,1,1,,,,,,,,,,,Second,First,,,,,"In order to select the one that felt more hard, I chose whatever sounded more fierce or intense. ",Yes,No,24,male,right-handed,English,None,No,No,No,Never,Never,1,FM_KhyaKheu_KheuKhya,38.91439819,-77.07630157,-1
R_3MDNSORNqme7LjS,Default Response Set,Anonymous,,,68.45.36.86,0,05/06/2017 07:05,05/06/2017 07:07,1,1,1,,,,,Second,Second,,,,,,,,,,,"The ones with the ""ah"" sound sounded less hard to me.",Yes,No,36,male,right-handed,English,None,Yes,No,No,Never,Never,1,MF_KhyaKheu_KhyaKheu,39.07899475,-86.61750031,-1
R_2vkUuThRBLRWqTN,Default Response Set,Anonymous,,,68.59.49.58,0,05/06/2017 07:06,05/06/2017 07:08,1,1,1,,,,,Second,Second,,,,,,,,,,,no idea,Yes,No,35,male,right-handed,english,None,No,No,No,Never,Never,1,MF_KhyaKheu_KhyaKheu,30.52520752,-84.33209991,-1
