R_1JD9qIspVa103V2,Default Response Set,Anonymous,,,199.59.44.65,0,06/06/2017 11:22,06/06/2017 11:24,1,1,1,,,,,,,,,,,First,Second,,,,,I thought the more annoyed sounding one was female. ,Yes,No,35,male,right-handed,english,None,Yes,No,No,Never,Never,1,FM_KhyaKheu_KheuKhya,35.22709656,-80.8431015,-1
R_264EKfqZ2aFbTm2,Default Response Set,Anonymous,,,98.88.89.18,0,06/06/2017 11:22,06/06/2017 11:24,1,1,1,,,,,,,,,First,Second,,,,,,,they had a higher pitch to the sounds and weren't as loud,Yes,No,47,female,right-handed,English,None,No,No,No,Never,Never,1,MF_KhyaKheu_KheuKhya,32.57989502,-84.83329773,-1
R_UbzFJEQgNzLQsrD,Default Response Set,Anonymous,,,71.168.236.208,0,06/06/2017 11:48,06/06/2017 11:50,1,1,1,,,,,,,,,,,,,Second,First,,,Some had more of a light sighing sound that sounded female,Yes,No,29,male,right-handed,english ,None,No,No,No,Rarely,Never,1,MF_KheuKhya_KhyaKheu,39.82400513,-75.13179779,-1
R_2zx4JAd7GdiGdPO,Default Response Set,Anonymous,,,96.37.212.222,0,06/06/2017 11:54,06/06/2017 11:56,1,1,1,,,,,,,,,Second,Second,,,,,,,Higher pitched sounds sound more female but it was difficult,Yes,No,30,male,left-handed,english,None,Maybe,No,No,Never,Never,1,MF_KhyaKheu_KheuKhya,35.7427063,-81.20929718,-1
R_10Mm8GKTwu0CTJy,Default Response Set,Anonymous,,,172.100.144.213,0,06/06/2017 11:55,06/06/2017 11:59,1,1,1,,,Second,First,,,,,,,,,,,,,I think I gave more credit towards a higher sounding pitch but really all the files sounded like females.,Yes,Yes,51,female,ambidextrous,English,None,No,No,No,Rarely,Never,1,FM_KheuKhya_KheuKhya,42.10450745,-79.2519989,-1
R_3EumBcwfvHu3Khn,Default Response Set,Anonymous,,,108.69.237.255,0,06/06/2017 11:58,06/06/2017 12:01,1,1,1,,,,,,,,,,,Second,Second,,,,,I think the main thing I listened for was the pitch of the voice. If it seemed higher I chose that one as being more female sounding.,Yes,No,45,female,right-handed,English,None,No,No,No,Never,Never,1,FM_KhyaKheu_KheuKhya,39.86860657,-86.10030365,-1
R_8AL0brXxEmqCzPX,Default Response Set,Anonymous,,,172.90.219.180,0,06/06/2017 11:58,06/06/2017 12:01,1,1,1,,,,,,,,,,,,,,,First,Second,"No idea how I made the judgment, I guess I went with my gut. The second set was closer though, the first I thought one was more feminine than the other, but they were both tricky.",Yes,No,32,female,right-handed,English,None,Yes,Yes,Yes,Rarely,Never,1,FM_KheuKhya_KhyaKheu,33.91290283,-118.3439026,-1
R_XGrJ8SrTP9XuGnT,Default Response Set,Anonymous,,,68.113.152.84,0,06/06/2017 12:33,06/06/2017 12:35,1,1,1,First,Second,,,,,,,,,,,,,,,The voice sounded higher pitched maybe.,Yes,Yes,40,female,right-handed,english,None,Maybe,No,No,Never,Never,1,MF_KheuKhya_KheuKhya,32.47590637,-97.72329712,-1
R_2wyrxCi89prADPF,Default Response Set,Anonymous,,,74.82.237.141,0,06/06/2017 12:32,06/06/2017 12:35,1,1,1,,,,,,,,,,,,,,,Second,Second,I associated a higher pitched voice as being more feminine.,Yes,Yes,28,male,right-handed,English,Novice,Yes,No,No,Occasionally,Never,1,FM_KheuKhya_KhyaKheu,47.19009399,-119.3074036,-1
R_30ufLR7Hwp53AZb,Default Response Set,Anonymous,,,173.49.164.117,0,06/06/2017 12:33,06/06/2017 12:35,1,1,1,,,,,First,Second,,,,,,,,,,,they all sounded like female but there was a low pitch in two of them.,Yes,Yes,28,male,right-handed,English,None,Yes,Yes,Yes,Never,Never,1,MF_KhyaKheu_KhyaKheu,39.91229248,-75.15329742,-1
R_1HoBRn5MHydO6RO,Default Response Set,Anonymous,,,173.239.232.144,0,06/06/2017 12:32,06/06/2017 12:37,1,1,1,Second,Second,,,,,,,,,,,,,,,"The sounds sounded manipulated in some way, like they were unnatural. I guessed as female based on similar sounds that I've heard females make.",Yes,No,32,male,left-handed,English,Intermediate,Yes,Yes,No,Occasionally,Lived 0-5 years,1,MF_KheuKhya_KheuKhya,33.01980591,-96.69889832,-1
R_1gnWUwWdjT9zRpS,Default Response Set,Anonymous,,,76.171.160.39,0,06/06/2017 12:37,06/06/2017 12:39,1,1,1,,,,,,,Second,Second,,,,,,,,,If it was softer in tone then I judged it to be female whereas the stronger voices or more obvious ones I thought were male.,Yes,Yes,31,male,right-handed,English,None,No,No,No,Never,Never,1,FM_KhyaKheu_KhyaKheu,33.98829651,-118.1869049,-1
R_2UbVyevMcX4zMg4,Default Response Set,Anonymous,,,47.220.137.125,0,06/06/2017 12:38,06/06/2017 12:39,1,1,1,,,,,,,,,,,,,First,First,,,slightly higher pitch but quieter,Yes,No,30,female,right-handed,English,None,Maybe,No,No,Never,Never,1,MF_KheuKhya_KhyaKheu,30.32170105,-95.52420044,-1
R_2yrT8fMIVCZL3cc,Default Response Set,Anonymous,,,173.22.91.17,0,06/06/2017 12:31,06/06/2017 12:41,1,1,1,,,Second,First,,,,,,,,,,,,,I just followed my gut.,Yes,Yes,23,female,right-handed,"english, mandarin, cantonese, malay",None,Yes,Yes,Yes,Regularly,Short visit(s),1,FM_KheuKhya_KheuKhya,41.62910461,-93.665802,-1
R_2TWWfj0qpuuYhvu,Default Response Set,Anonymous,,,76.190.232.15,0,06/06/2017 12:42,06/06/2017 12:44,1,1,1,,,,,,,,,,,,,First,First,,,whichever had a lighter tone sounded more female to me,Yes,No,40,male,right-handed,English,None,No,No,No,Never,Never,1,MF_KheuKhya_KhyaKheu,41.22920227,-80.42440033,-1
R_3G9S3PamgYRqc56,Default Response Set,Anonymous,,,216.110.208.83,0,06/06/2017 16:41,06/06/2017 16:43,1,1,1,,,,,,,,,,,,,,,Second,Second,no,Yes,No,23,male,right-handed,english,None,No,No,No,Don't know,Never,1,FM_KheuKhya_KhyaKheu,43.21650696,-123.3417053,-1
R_8BWmMOkCT2zqe0V,Default Response Set,Anonymous,,,24.20.241.3,0,06/06/2017 16:41,06/06/2017 16:43,1,1,1,First,Second,,,,,,,,,,,,,,,"If the sound was higher pitch, I chose that sound.",Yes,Yes,37,male,left-handed,English,None,No,No,No,Never,Never,1,MF_KheuKhya_KheuKhya,45.6867981,-122.5755997,-1
R_31cm5a5ttMqhEnV,Default Response Set,Anonymous,,,71.70.165.217,0,06/06/2017 16:41,06/06/2017 16:44,1,1,1,,,,,,,,,,,First,Second,,,,,I cant even tell you. I just used my intuition. ,Yes,Yes,32,male,right-handed,English,None,Maybe,No,No,Rarely,Never,1,FM_KhyaKheu_KheuKhya,35.94729614,-78.56259918,-1
R_3HugpGo2KVAWNsV,Default Response Set,Anonymous,,,50.105.190.190,0,06/06/2017 16:47,06/06/2017 16:49,1,1,1,,,,,,,,,,,,,Second,First,,,just the ones with the higher tone sounded more female,Yes,No,59,female,right-handed,english,None,Yes,Yes,No,Never,Never,1,MF_KheuKhya_KhyaKheu,43.30830383,-89.55020142,-1
R_3HZkNCirwI6jsjD,Default Response Set,Anonymous,,,73.205.180.244,0,06/06/2017 16:47,06/06/2017 16:49,1,1,1,,,,,,,,,,,,,,,Second,Second,i felt that one of the voices was softer and more female like ,Yes,Yes,33,female,right-handed,english & spanish,None,Yes,No,No,Never,Never,1,FM_KheuKhya_KhyaKheu,25.59739685,-80.40309906,-1
R_10ub5tNqRXLHmw5,Default Response Set,Anonymous,,,104.2.10.117,0,06/06/2017 16:50,06/06/2017 16:52,1,1,1,,,,,,,First,Second,,,,,,,,,The higher pitched sound was more female to me,Yes,No,33,male,right-handed,english,None,Yes,No,No,Never,Never,1,FM_KhyaKheu_KhyaKheu,40.11439514,-88.28130341,-1
R_1MRpSX8spD5ocMV,Default Response Set,Anonymous,,,71.191.76.110,0,06/06/2017 12:39,06/06/2017 12:43,0,1,1,,,,,First,First,,,,,,,,,,,The pitch of the sound influenced my judgment primarily as to whether the sound was female.,Yes,Yes,50,male,right-handed,English Thai,None,Yes,No,Yes,Rarely,Never,,MF_KhyaKheu_KhyaKheu,,,-1
R_1pZ5XQgSSzx9wes,Default Response Set,Anonymous,,,172.79.93.244,0,06/06/2017 12:36,06/06/2017 12:37,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_KhyaKheu_KheuKhya,,,-1
R_31MKXa0vk8q9OAs,Default Response Set,Anonymous,,,173.235.15.150,0,06/06/2017 12:33,06/06/2017 12:34,0,1,1,,,First,Second,,,,,,,,,,,,,The tone of the voice making the sound,Yes,No,31,female,right-handed,English,None,Yes,No,No,Never,Never,,FM_KheuKhya_KheuKhya,,,-1
R_ZeIFK0JnSrR2FMJ,Default Response Set,Anonymous,,,209.242.173.2,0,06/06/2017 12:31,06/06/2017 12:33,0,1,1,,,First,First,,,,,,,,,,,,,They seemed to be of a higher pitch with less force used to create the sound,Yes,No,30,male,right-handed,English,None,Yes,Yes,No,Never,Never,,FM_KheuKhya_KheuKhya,,,-1
R_bBgrnAInMOOdTXP,Default Response Set,Anonymous,,,98.165.234.94,0,06/06/2017 12:31,06/06/2017 12:32,0,1,1,,,,,First,Second,,,,,,,,,,,The female sounding audios were a bit higher pitched to me,Yes,No,26,female,right-handed,English,None,No,No,No,Occasionally,Never,,MF_KhyaKheu_KhyaKheu,,,-1
R_xmUc1iJhXcrz0B3,Default Response Set,Anonymous,,,98.227.126.206,0,06/06/2017 11:41,06/06/2017 11:42,0,1,1,,,First,First,,,,,,,,,,,,,I have no idea to be honest.  I just kind of closed my eyes and listened and tried to imagine which sounded more feminine.,Yes,No,30,male,right-handed,English,None,No,No,No,Never,Never,,FM_KheuKhya_KheuKhya,,,-1
R_2cuBk2YbjSxaY4Y,Default Response Set,Anonymous,,,97.106.225.39,0,06/06/2017 11:21,06/06/2017 11:24,0,1,1,,,,,Second,Second,,,,,,,,,,,The high pitch of the voice,Yes,No,31,female,left-handed,english,None,No,No,No,Never,Never,,MF_KhyaKheu_KhyaKheu,,,-1
R_30jHpVJnmLbJWN4,Default Response Set,Anonymous,,,47.40.157.93,0,06/06/2017 11:56,06/06/2017 11:58,0,1,1,,,,,,,First,First,,,,,,,,,I just went what sounded more feminine to me.  That's it.,Yes,Yes,37,male,right-handed,English,None,No,No,No,Never,Never,,FM_KhyaKheu_KhyaKheu,,,-1
R_2SvIFVi0qpCewra,Default Response Set,Anonymous,,,174.48.12.166,0,06/06/2017 11:38,06/06/2017 11:41,0,1,1,First,Second,,,,,,,,,,,,,,,No. I just went with which sounded more female.,Yes,No,31,female,right-handed,english,None,Yes,No,No,Never,Never,,MF_KheuKhya_KheuKhya,,,-1
R_1puptxnzW5y3NPM,Default Response Set,Anonymous,,,99.101.100.7,0,06/06/2017 16:41,06/06/2017 16:42,0,1,1,Second,Second,,,,,,,,,,,,,,,not sure,Yes,No,28,male,right-handed,english,None,No,No,No,Never,Never,,MF_KheuKhya_KheuKhya,,,-1
R_3iwNiAzRnl71UOK,Default Response Set,Anonymous,,,73.67.112.12,0,06/06/2017 13:57,06/06/2017 13:58,0,1,1,,,,,,,Second,First,,,,,,,,,"NO, JUST WENT WITH INSTICT.",Yes,Yes,24,female,left-handed,english,None,Maybe,No,No,Never,Never,,FM_KhyaKheu_KhyaKheu,,,-1
R_3OqN57BFT4I2UVJ,Default Response Set,Anonymous,,,190.152.178.68,0,06/06/2017 17:33,06/06/2017 17:35,0,1,1,,,,,,,,,First,Second,,,,,,,The higher pitch is what motivated my decision. Sounded like it was coming from female source.,Yes,Yes,22,male,right-handed,"English, Spanish",None,No,No,Yes,Never,Never,,MF_KhyaKheu_KheuKhya,,,-1
R_12svUd6LPzjdz7a,Default Response Set,Anonymous,,,132.170.205.255,0,06/06/2017 12:34,06/06/2017 12:36,0,1,1,,,,,,,,,First,Second,,,,,,,Mainly the pitch which would indicate a smaller voice box,Yes,Yes,28,female,right-handed,English,Novice,Yes,Maybe,No,Occasionally,Never,,MF_KhyaKheu_KheuKhya,,,-1
R_1r930TRKpIDuUvS,Default Response Set,Anonymous,,,24.178.145.10,0,06/06/2017 12:32,06/06/2017 12:35,0,1,1,,,,,,,,,First,First,,,,,,,The sounds were more gentle and even pitched. They sounded more natural. The others sounded like they were generated sounds instead of human sounds.,Yes,No,57,female,right-handed,English,None,No,No,No,Never,Never,,MF_KhyaKheu_KheuKhya,,,-1
R_3KwODIe54XNMMMX,Default Response Set,Anonymous,,,75.118.169.155,0,06/06/2017 11:21,06/06/2017 11:24,0,1,1,,,,,,,First,First,,,,,,,,,"Just sounds in a female voice range, although really there was little difference in the sounds.",Yes,No,57,male,left-handed,english,None,No,No,No,Never,Never,,FM_KhyaKheu_KhyaKheu,,,-1
R_e3bJJDHRr1NnylX,Default Response Set,Anonymous,,,76.168.158.143,0,06/06/2017 16:44,06/06/2017 16:47,0,1,1,,,,,,,,,First,Second,,,,,,,I think that it was the pitch of the voice that made influenced my judgement,Yes,Yes,21,male,right-handed,Tagalog,None,Yes,Yes,Maybe,Never,Never,,MF_KhyaKheu_KheuKhya,,,-1
R_Bs53Vcc7MnlgcUx,Default Response Set,Anonymous,,,70.122.67.39,0,06/06/2017 12:02,06/06/2017 12:04,0,1,1,,,,,,,,,,,Second,Second,,,,,"I'm not really sure, honestly. It sounded like something a woman's voice would do when mad.",Yes,No,23,female,right-handed,English,None,No,No,No,Occasionally,Never,,FM_KhyaKheu_KheuKhya,,,-1
R_23fOAtWqkegWT7I,Default Response Set,Anonymous,,,73.204.38.204,0,06/06/2017 11:59,06/06/2017 12:02,0,1,1,,,,,,,,,,,,,Second,First,,,I went with my gut instinct on which sounded more like a female. I didn't notice anything unusual regarding these sounds.,Yes,No,40,male,right-handed,english,None,Yes,No,No,Never,Never,,MF_KheuKhya_KhyaKheu,,,-1
R_1Qz8rUpzi5xOq2R,Default Response Set,Anonymous,,,108.185.235.3,0,06/06/2017 11:56,06/06/2017 11:58,0,1,1,,,,,,,,,,,,,First,First,,,No influence. The ones I choose just sounded more female.,Yes,No,47,female,right-handed,english,None,Yes,Maybe,No,Never,Never,,MF_KheuKhya_KhyaKheu,,,-1
R_1feLFWBQ3ryfsGr,Default Response Set,Anonymous,,,108.183.59.140,0,06/06/2017 11:28,06/06/2017 11:30,0,1,1,,,,,,,,,,,,,,,Second,Second,"For the first pair, I went with overall pitch (higher = female).  For the second pair, I'm not really sure.",Yes,Yes,55,female,right-handed,English,None,Yes,No,Yes,Never,Never,,FM_KheuKhya_KhyaKheu,,,-1
