R_3NOF6Mp6NPiK402,Default Response Set,Anonymous,,,75.177.147.99,0,02/07/2017 13:15,02/07/2017 13:18,1,1,1,1,First,Second,,,,,,,,,,,,,,,depth of the sound,Yes,No,31,male,right-handed,English,None,Yes,No,Yes,No,Rarely,Never,1,MF_KheuKhya_KheuKhya,35.64610291,-78.57910156,-1
R_xsVC4ZgyvBin0MF,Default Response Set,Anonymous,,,68.119.71.212,0,02/07/2017 13:17,02/07/2017 13:19,1,1,1,1,,,,,,,,,,,,,,,First,First,I associated the less harsh sound with the weaker alcohol.,Yes,No,48,male,right-handed,English,None,No,No,No,No,Never,Never,1,FM_KhyaKheu_KhyaKheu,33.2507019,-86.9210968,-1
R_2afeVQUXEOiiusT,Default Response Set,Anonymous,,,68.38.254.77,0,02/07/2017 13:15,02/07/2017 13:20,1,1,1,1,,,,,,,,,,,,,First,First,,,Even though the taste was described as identical I assumed that the 30% would have a stronger kick and should be associated with the harsher reactions.,Yes,No,61,male,right-handed,English,None,No,No,No,No,Rarely,Never,1,MF_KhyaKheu_KheuKhya,40.2368927,-85.46790314,-1
R_1GN9sMBVl436OTT,Default Response Set,Anonymous,,,74.89.97.77,0,02/07/2017 13:34,02/07/2017 13:35,1,1,1,1,Second,First,,,,,,,,,,,,,,,Intuition,Yes,Yes,22,male,right-handed,english,None,No,No,No,No,Never,Never,1,MF_KheuKhya_KheuKhya,40.88589478,-74.04679871,-1
R_1rPR7OX2L2ImEKc,Default Response Set,Anonymous,,,24.194.109.186,0,02/07/2017 15:32,02/07/2017 15:35,1,1,1,1,,,First,Second,,,,,,,,,,,,,"I'm not sure why I picked what I did. In the second set of sounds I picked the second sound because it sounded quieter, but I think I went the opposite way in the first set of sounds. I picked what sounded more natural.",Yes,No,22,female,right-handed,English,None,No,No,No,No,Never,Never,1,FM_KheuKhya_KhyaKheu,43.06390381,-74.50440216,-1
R_BsOCWjZfJyNE6J3,Default Response Set,Anonymous,,,107.223.159.77,0,02/07/2017 13:16,02/07/2017 13:17,0,1,1,1,,,,,,,,,,,First,First,,,,,na,Yes,Yes,25,female,left-handed,english,None,Yes,No,No,Yes,Rarely,Never,,MF_KhyaKheu_KhyaKheu,,,-1
R_tLOkrWZmJCFZCHD,Default Response Set,Anonymous,,,174.63.180.73,0,02/07/2017 13:15,02/07/2017 13:16,0,1,1,1,,,,,,,First,Second,,,,,,,,,thank you,Yes,Yes,30,male,right-handed,english,None,No,No,No,No,Never,Never,,FM_KhyaKheu_KheuKhya,,,-1
R_1FK88kx5dJnGw62,Default Response Set,Anonymous,,,75.133.101.248,0,02/07/2017 15:45,02/07/2017 15:48,1,1,1,1,,,,,,,First,Second,,,,,,,,,I thought the more gentler sounding of the two would be for the lower percent of alcohol.,Yes,No,35,female,right-handed,English,None,No,No,Yes,No,Never,Never,1,FM_KhyaKheu_KheuKhya,41.46749878,-73.24060059,-1
R_9mHyBCdykt5VRrb,Default Response Set,Anonymous,,,173.88.8.208,0,02/07/2017 15:25,02/07/2017 15:26,0,1,1,1,,,,,,,,,,,,,Second,First,,,,,,,,,,,,,,,,,,MF_KhyaKheu_KheuKhya,,,-1
R_2CZZrasXzmnW8v1,Default Response Set,Anonymous,,,173.68.186.107,0,02/07/2017 15:25,02/07/2017 15:27,0,1,1,1,,,,,,,,,,,Second,First,,,,,I thought the quieter sound meant less alcohol content.,Yes,Yes,18,male,right-handed,Ukrainian,None,No,No,No,No,Never,Never,,MF_KhyaKheu_KhyaKheu,,,-1
R_2tzESR4A6ilautS,Default Response Set,Anonymous,,,68.32.231.105,0,02/07/2017 16:12,02/07/2017 16:14,1,1,1,1,,,,,,,,,,,,,First,First,,,I think of the lower pitched sound as the one that equals a lower number. ,Yes,Yes,26,male,right-handed,English,None,Yes,No,Yes,No,Never,Never,1,MF_KhyaKheu_KheuKhya,36.76199341,-82.0388031,-1
R_2Y3ONOeLiSO2nTn,Default Response Set,Anonymous,,,107.220.56.20,0,02/07/2017 16:12,02/07/2017 16:15,1,1,1,1,,,,,,,,,,,,,Second,First,,,Based off the tone of the sound. I guessed that the tone would be more substantial in terms of level of sound and how fast it was.,Yes,Yes,19,male,right-handed,English,None,Yes,No,No,Maybe,Never,Never,1,MF_KhyaKheu_KheuKhya,30.17460632,-97.95030212,-1
R_DAFTSVw6Rgin2eZ,Default Response Set,Anonymous,,,97.84.67.120,0,02/07/2017 15:38,02/07/2017 15:40,0,1,1,1,,,,,,,Second,First,,,,,,,,,I tried to choose the sound that wasn't as sharp. I had no idea how to differentiate between 15% and 30%.,Yes,Yes,24,male,right-handed,English,None,Yes,Yes,Yes,Yes,Never,Never,,FM_KhyaKheu_KheuKhya,,,-1
R_RXHT2kH5VZMZ9cd,Default Response Set,Anonymous,,,73.168.146.176,0,02/07/2017 15:45,02/07/2017 15:50,0,1,1,1,,,First,First,,,,,,,,,,,,,I don't have much of a reference I just decided the ones that sounded harsher to me were 30% so the others were 15%,Yes,No,31,female,right-handed,english,None,Yes,Yes,No,Maybe,Occasionally,Never,,FM_KheuKhya_KhyaKheu,,,-1
R_Tc4ve5fS9hY6NEJ,Default Response Set,Anonymous,,,71.79.176.70,0,02/07/2017 15:41,02/07/2017 15:44,0,1,1,1,,,,,,,,,,,First,First,,,,,The pitch of the sound influenced me. The sounds that were high pitched made me think of something with less alcohol.,Yes,No,32,female,right-handed,english,None,Maybe,No,No,No,Never,Never,,MF_KhyaKheu_KhyaKheu,,,-1
R_sXAQ01HzZyEbj9L,Default Response Set,Anonymous,,,47.150.183.33,0,02/07/2017 15:27,02/07/2017 15:30,0,1,1,1,,,,,,,,,Second,First,,,,,,,The two answers I chose were a little less rough and aggressive,Yes,Yes,51,female,right-handed,English,None,No,Yes,Yes,Yes,Never,Never,,FM_KheuKhya_KheuKhya,,,-1
R_3njfyovA7j82u1Z,Default Response Set,Anonymous,,,107.77.220.143,0,02/07/2017 15:25,02/07/2017 15:29,0,1,1,1,,,,,,,,,,,,,,,First,First,The first sound was softer than the second sound. I based my judgement on that aspect.,Yes,Yes,19,male,right-handed,English,None,No,No,No,No,Never,Never,,FM_KhyaKheu_KhyaKheu,,,-1
R_2e8bYvVIPRf2YJe,Default Response Set,Anonymous,,,98.176.238.152,0,02/07/2017 15:25,02/07/2017 15:26,0,1,1,1,,,,,First,First,,,,,,,,,,,I based my judgement on how loud it was.,Yes,Yes,26,male,right-handed,English,None,Yes,Yes,Yes,Yes,Rarely,Never,,MF_KheuKhya_KhyaKheu,,,-1
R_QmE73oUzGEUxse5,Default Response Set,Anonymous,,,108.82.158.14,0,03/07/2017 00:10,03/07/2017 00:13,1,1,1,1,,,,,Second,Second,,,,,,,,,,,"For each pair of sounds, one seemed shorter and brisk and the other was longer and drawn out. For some reason, the shorter/brisk one reminded me of the 15% alcohol. First pair sounded human voice generated, second pair seemed sound effects generated.",Yes,No,25,female,right-handed,English,None,Yes,Yes,Yes,Yes,Rarely,Never,1,MF_KheuKhya_KhyaKheu,38.65719604,-90.28199768,-1
